sample_id,source,model_label,position_bucket,top_subject,n_tokens,n_chars,mtld,flesch_kincaid_grade,hedge_count_per_100tok,disfluency_per_100tok,past_term_per_100tok,present_term_per_100tok,future_term_per_100tok,abstract_noun_ratio,is_question,contraction_rate,lowercase_first_char,nonstandard_spelling
d0194_t019,frontier,gemini25pro,late,Number,2.0,3.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
d0295_t017,frontier,gemini25pro,late,Number,1.0,4.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0374_t021,frontier,gemini25pro,late,Algebra,12.0,46.0,0.0,-0.5722727272727273,0.0,0.0,0.0,16.666666666666668,8.333333333333334,0.0,0.0,0.0,1.0,0.0
d0169_t017,frontier,gemini25pro,late,Number,1.0,1.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0242_t013,frontier,gemini25pro,late,Data and Statistics,14.0,58.0,0.0,4.003076923076925,0.0,7.142857142857143,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
d0215_t017,frontier,gemini25pro,late,Algebra,10.0,30.0,0.0,-2.424999999999999,10.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0
d0371_t018,frontier,gemini25pro,late,Algebra,1.0,2.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0278_t038,frontier,gemini25pro,late,Number,1.0,1.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0161_t023,frontier,gemini25pro,late,Number,8.0,29.0,0.0,-1.4499999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0004_t015,frontier,gemini25pro,late,Number,13.0,48.0,0.0,1.8983333333333334,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,7.6923076923076925,0.0,7.6923076923076925
d0002_t021,frontier,gemini25pro,late,Algebra,12.0,42.0,0.0,1.8983333333333334,0.0,0.0,0.0,8.333333333333334,0.0,0.0,1.0,8.333333333333334,0.0,0.0
d0131_t034,frontier,gemini25pro,late,Number,8.0,20.0,0.0,0.5166666666666693,0.0,0.0,0.0,12.5,0.0,0.0,1.0,0.0,1.0,0.0
d0348_t020,frontier,gemini25pro,late,Number,9.0,35.0,0.0,2.3114285714285714,0.0,0.0,0.0,11.11111111111111,0.0,0.0,1.0,0.0,1.0,0.0
d0278_t048,frontier,gemini25pro,late,Number,12.0,44.0,0.0,1.572727272727274,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,8.333333333333334,0.0,0.0
d0201_t013,frontier,gemini25pro,late,Number,14.0,53.0,0.0,0.5004545454545486,7.142857142857143,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0147_t015,frontier,gemini25pro,late,Number,13.0,55.0,0.0,2.645454545454548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0
d0277_t023,frontier,gemini25pro,late,Number,1.0,5.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0170_t013,frontier,gemini25pro,late,Number,12.0,49.0,0.0,4.964444444444446,0.0,0.0,0.0,8.333333333333334,0.0,0.0,1.0,16.666666666666668,0.0,0.0
d0237_t031,frontier,gemini25pro,late,Geometry and Measure,16.0,59.0,0.0,0.7083333333333321,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,1.0,0.0
d0000_t015,frontier,gemini25pro,late,Algebra,7.0,16.0,0.0,-1.8399999999999999,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0
d0278_t042,frontier,gemini25pro,late,Number,1.0,1.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0357_t013,frontier,gemini25pro,late,Number,11.0,35.0,0.0,-2.0349999999999984,9.090909090909092,9.090909090909092,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0
d0200_t023,frontier,gemini25pro,late,Number,12.0,53.0,0.0,3.84,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,8.333333333333334
d0042_t019,frontier,gemini25pro,late,Data and Statistics,6.0,22.0,0.0,5.246666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.666666666666668,0.0,0.0
d0222_t019,frontier,gemini25pro,late,Algebra,15.0,56.0,0.0,-0.347307692307691,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0238_t021,frontier,gemini25pro,late,Geometry and Measure,4.0,14.0,0.0,-2.619999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
d0354_t020,frontier,gemini25pro,late,Number,14.0,51.0,0.0,3.650000000000002,0.0,0.0,0.0,0.0,0.0,0.5,0.0,14.285714285714286,0.0,0.0
d0091_t014,frontier,gemini25pro,late,Geometry and Measure,5.0,22.0,0.0,-1.8399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
d0020_t013,frontier,gemini25pro,late,Number,6.0,22.0,0.0,0.5199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
d0124_t013,frontier,gemini25pro,late,Number,14.0,61.0,0.0,0.560384615384617,7.142857142857143,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
d0093_t015,frontier,gemini25pro,late,Geometry and Measure,7.0,25.0,0.0,0.5166666666666693,0.0,28.571428571428573,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
d0110_t017,frontier,gemini25pro,late,Number,9.0,22.0,0.0,-0.6699999999999982,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0
d0315_t013,frontier,gemini25pro,late,Data and Statistics,8.0,28.0,0.0,0.6257142857142846,0.0,0.0,12.5,12.5,0.0,0.0,1.0,0.0,1.0,0.0
d0009_t025,frontier,gemini25pro,late,Number,11.0,35.0,0.0,-2.0349999999999984,0.0,9.090909090909092,9.090909090909092,0.0,0.0,0.0,0.0,0.0,1.0,0.0
d0153_t019,frontier,gemini25pro,late,Number,1.0,1.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0116_t012,frontier,gemini25pro,late,Number,14.0,43.0,0.0,-0.4666666666666668,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0
d0331_t033,frontier,gemini25pro,late,Number,10.0,34.0,0.0,-0.754999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
d0372_t013,frontier,gemini25pro,late,Algebra,4.0,12.0,0.0,-2.2299999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
d0136_t021,frontier,gemini25pro,late,Number,1.0,3.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0001_t020,frontier,gemini25pro,late,Algebra,8.0,25.0,0.0,0.5199999999999996,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,1.0,0.0
d0267_t017,frontier,gemini25pro,late,Number,8.0,32.0,0.0,1.3133333333333361,0.0,0.0,0.0,12.5,0.0,0.0,1.0,0.0,1.0,0.0
d0278_t050,frontier,gemini25pro,late,Number,11.0,33.0,0.0,-0.7238888888888866,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,9.090909090909092,0.0,9.090909090909092
d0295_t019,frontier,gemini25pro,late,Number,1.0,4.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0289_t013,frontier,gemini25pro,late,Algebra,16.0,64.0,0.0,0.6257142857142846,6.25,0.0,0.0,6.25,6.25,0.0,0.0,0.0,0.0,0.0
d0055_t017,frontier,gemini25pro,late,Geometry and Measure,12.0,52.0,0.0,5.240000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334
d0210_t019,frontier,gemini25pro,late,Algebra,13.0,41.0,0.0,2.4700000000000024,0.0,7.6923076923076925,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0
d0086_t019,frontier,gemini25pro,late,Algebra,12.0,35.0,0.0,-0.6599999999999966,0.0,8.333333333333334,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
d0077_t027,frontier,gemini25pro,late,Number,7.0,29.0,0.0,2.4833333333333343,0.0,0.0,0.0,14.285714285714286,0.0,0.0,1.0,0.0,0.0,0.0
d0217_t012,frontier,gemini25pro,late,Algebra,12.0,42.0,0.0,-0.6599999999999966,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0
d0291_t013,frontier,gemini25pro,late,Number,8.0,25.0,0.0,-1.4499999999999993,0.0,0.0,0.0,12.5,0.0,0.0,1.0,0.0,0.0,0.0
d0060_t013,frontier,gemini25pro,late,Number,9.0,46.0,0.0,6.705000000000002,0.0,0.0,11.11111111111111,11.11111111111111,0.0,0.5,1.0,0.0,0.0,0.0
d0258_t013,frontier,gemini25pro,late,Data and Statistics,1.0,1.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0130_t017,frontier,gemini25pro,late,Number,13.0,52.0,0.0,-1.4499999999999993,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
d0117_t031,frontier,gemini25pro,late,Number,14.0,56.0,0.0,3.84,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,7.142857142857143,0.0,0.0
d0240_t019,frontier,gemini25pro,late,Data and Statistics,13.0,46.0,0.0,-1.6449999999999996,7.6923076923076925,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0
d0372_t017,frontier,gemini25pro,late,Algebra,14.0,44.0,0.0,-0.27999999999999936,7.142857142857143,7.142857142857143,0.0,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0
d0259_t024,frontier,gemini25pro,late,Data and Statistics,4.0,6.0,0.0,-3.01,0.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
d0037_t026,frontier,gemini25pro,late,Data and Statistics,8.0,39.0,0.0,3.997142857142858,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0
d0379_t036,frontier,gemini25pro,late,Algebra,5.0,26.0,0.0,3.6700000000000017,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0
d0027_t017,frontier,gemini25pro,late,Geometry and Measure,12.0,43.0,0.0,-0.6599999999999966,8.333333333333334,0.0,0.0,16.666666666666668,0.0,0.0,0.0,8.333333333333334,0.0,0.0
d0023_t019,frontier,gemini25pro,late,Number,16.0,64.0,0.0,3.355714285714285,0.0,6.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.25
d0344_t019,frontier,gemini25pro,late,Algebra,46.0,166.0,0.0,1.467631578947369,0.0,0.0,0.0,8.695652173913043,0.0,0.0,0.0,0.0,0.0,0.0
d0279_t015,frontier,gemini25pro,late,Number,2.0,8.0,0.0,-3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0
d0162_t023,frontier,gemini25pro,late,Number,14.0,66.0,0.0,4.91076923076923,0.0,0.0,0.0,7.142857142857143,0.0,0.0,1.0,0.0,0.0,0.0
d0290_t012,frontier,gemini25pro,late,Algebra,3.0,6.0,0.0,-3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,1.0,0.0
d0223_t095,frontier,gemini25pro,late,Number,5.0,18.0,0.0,9.180000000000003,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
d0243_t014,frontier,gemini25pro,late,Data and Statistics,6.0,22.0,0.0,0.5199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
d0093_t017,frontier,gemini25pro,late,Geometry and Measure,8.0,22.0,0.0,0.6257142857142846,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,1.0,0.0
d0054_t021,frontier,gemini25pro,late,Geometry and Measure,4.0,11.0,0.0,2.890000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
d0094_t005,frontier,gpt5,early,Number,22.0,75.0,0.0,0.06750000000000256,0.0,4.545454545454546,0.0,9.090909090909092,0.0,0.0,1.0,0.0,0.0,0.0
d0360_t001,frontier,gpt5,early,Number,47.0,200.0,0.0,5.186842105263157,4.25531914893617,0.0,0.0,6.382978723404255,0.0,0.0,1.0,0.0,0.0,0.0
d0065_t001,frontier,gpt5,early,Number,69.0,217.0,0.0,4.879999999999999,2.898550724637681,0.0,0.0,4.3478260869565215,0.0,0.11764705882352941,1.0,0.0,0.0,1.4492753623188406
d0270_t001,frontier,gpt5,early,Number,37.0,176.0,0.0,5.680806451612906,2.7027027027027026,0.0,0.0,5.405405405405405,0.0,0.0,1.0,0.0,0.0,0.0
d0165_t001,frontier,gpt5,early,Number,63.0,221.0,0.0,-0.24343085106382922,4.761904761904762,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
d0239_t002,frontier,gpt5,early,Geometry and Measure,102.0,368.0,0.0,4.6928108108108155,0.0,0.0,0.0,2.9411764705882355,0.9803921568627451,0.0,1.0,0.0,0.0,1.9607843137254901
d0301_t000,frontier,gpt5,early,Algebra,44.0,170.0,0.0,14.328823529411768,0.0,0.0,0.0,2.272727272727273,2.272727272727273,0.25,0.0,0.0,0.0,0.0
d0150_t005,frontier,gpt5,early,Number,9.0,25.0,0.0,0.5199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
d0007_t003,frontier,gpt5,early,Number,33.0,114.0,0.0,2.288181818181819,3.0303030303030303,0.0,0.0,3.0303030303030303,0.0,0.0,1.0,0.0,0.0,0.0
d0122_t004,frontier,gpt5,early,Number,60.0,223.0,0.0,1.6463888888888896,0.0,1.6666666666666667,0.0,5.0,0.0,0.2,1.0,0.0,0.0,0.0
d0068_t003,frontier,gpt5,early,Number,92.0,389.0,0.0,6.380405797101453,0.0,0.0,0.0,5.434782608695652,0.0,0.0,1.0,0.0,0.0,0.0
d0160_t001,frontier,gpt5,early,Number,44.0,177.0,0.0,0.502352941176472,2.272727272727273,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
d0314_t003,frontier,gpt5,early,Data and Statistics,78.0,341.0,0.0,7.576666666666668,1.2820512820512822,0.0,0.0,2.5641025641025643,0.0,0.125,1.0,0.0,0.0,1.2820512820512822
d0017_t013,frontier,gpt5,early,Number,1.0,3.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0054_t005,frontier,gpt5,early,Geometry and Measure,26.0,89.0,0.0,5.993333333333336,0.0,3.8461538461538463,0.0,3.8461538461538463,0.0,0.0,0.0,0.0,0.0,7.6923076923076925
d0117_t005,frontier,gpt5,early,Number,60.0,221.0,0.0,1.6748333333333356,0.0,0.0,0.0,8.333333333333334,1.6666666666666667,0.1,1.0,0.0,0.0,0.0
d0131_t004,frontier,gpt5,early,Number,40.0,176.0,0.0,4.180887096774196,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0
d0092_t003,frontier,gpt5,early,Geometry and Measure,44.0,204.0,0.0,6.154285714285717,0.0,0.0,0.0,6.818181818181818,0.0,0.0,1.0,0.0,1.0,2.272727272727273
d0319_t001,frontier,gpt5,early,Number,60.0,201.0,0.0,0.7967247386759588,1.6666666666666667,0.0,0.0,3.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0
d0186_t001,frontier,gpt5,early,Number,62.0,274.0,0.0,4.804461538461542,1.6129032258064515,0.0,0.0,4.838709677419355,1.6129032258064515,0.0,1.0,0.0,0.0,1.6129032258064515
d0267_t003,frontier,gpt5,early,Number,9.0,24.0,0.0,0.5199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
d0279_t005,frontier,gpt5,early,Number,45.0,135.0,0.0,8.740689655172414,0.0,0.0,0.0,2.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0
d0253_t002,frontier,gpt5,early,Number,50.0,160.0,0.0,-0.9298484848484847,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
d0182_t003,frontier,gpt5,early,Number,36.0,150.0,0.0,8.165000000000003,0.0,2.7777777777777777,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
d0321_t002,frontier,gpt5,early,Algebra,83.0,270.0,0.0,2.3266981132075486,1.2048192771084338,0.0,0.0,1.2048192771084338,1.2048192771084338,0.0,1.0,0.0,0.0,0.0
d0372_t001,frontier,gpt5,early,Algebra,48.0,179.0,0.0,2.709736842105265,0.0,2.0833333333333335,0.0,6.25,0.0,0.0,1.0,0.0,0.0,0.0
d0034_t002,frontier,gpt5,early,Data and Statistics,74.0,248.0,0.0,1.2134905660377378,0.0,0.0,1.3513513513513513,5.405405405405405,0.0,0.0,1.0,0.0,0.0,2.7027027027027026
d0070_t005,frontier,gpt5,early,Number,112.0,341.0,0.0,6.566666666666666,0.8928571428571429,0.0,0.8928571428571429,2.6785714285714284,0.0,0.03225806451612903,1.0,0.0,0.0,0.8928571428571429
d0284_t005,frontier,gpt5,early,Number,17.0,61.0,0.0,1.4685714285714297,0.0,0.0,0.0,5.882352941176471,0.0,0.0,1.0,0.0,0.0,0.0
d0067_t003,frontier,gpt5,early,Number,54.0,207.0,0.0,9.55,0.0,1.8518518518518519,1.8518518518518519,3.7037037037037037,0.0,0.35714285714285715,1.0,0.0,0.0,7.407407407407407
d0027_t005,frontier,gpt5,early,Geometry and Measure,5.0,13.0,0.0,-2.619999999999999,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
d0131_t010,frontier,gpt5,early,Number,27.0,104.0,0.0,3.650000000000002,0.0,0.0,0.0,3.7037037037037037,0.0,0.0,0.0,0.0,0.0,3.7037037037037037
d0176_t003,frontier,gpt5,early,Number,49.0,176.0,0.0,1.1942857142857157,2.0408163265306123,0.0,0.0,4.081632653061225,2.0408163265306123,0.16666666666666666,1.0,0.0,0.0,2.0408163265306123
d0367_t005,frontier,gpt5,early,Number,93.0,353.0,0.0,3.7942857142857136,1.075268817204301,0.0,0.0,4.301075268817204,0.0,0.0,1.0,0.0,0.0,4.301075268817204
d0201_t003,frontier,gpt5,early,Number,32.0,107.0,0.0,2.747173913043479,3.125,3.125,0.0,3.125,3.125,0.0,1.0,0.0,0.0,0.0
d0126_t002,frontier,gpt5,early,Number,55.0,209.0,0.0,3.11452380952381,1.8181818181818181,1.8181818181818181,0.0,9.090909090909092,0.0,0.0,1.0,0.0,0.0,0.0
d0211_t006,frontier,gpt5,early,Algebra,19.0,53.0,0.0,-1.2872727272727271,0.0,0.0,0.0,5.2631578947368425,0.0,0.0,1.0,0.0,0.0,0.0
d0011_t000,frontier,gpt5,early,Number,54.0,233.0,0.0,1.7000000000000028,0.0,0.0,0.0,1.8518518518518519,1.8518518518518519,0.0,1.0,0.0,0.0,0.0
d0302_t003,frontier,gpt5,early,Geometry and Measure,50.0,164.0,0.0,1.4120945945945955,0.0,0.0,2.0,2.0,0.0,0.1111111111111111,1.0,0.0,0.0,0.0
d0132_t005,frontier,gpt5,early,Number,58.0,223.0,0.0,3.487897435897434,1.7241379310344827,0.0,0.0,3.4482758620689653,0.0,0.0,1.0,0.0,0.0,3.4482758620689653
d0031_t005,frontier,gpt5,early,Number,74.0,235.0,0.0,2.54994680851064,0.0,0.0,0.0,1.3513513513513513,1.3513513513513513,0.5,1.0,0.0,0.0,0.0
d0223_t035,frontier,gpt5,early,Number,57.0,167.0,0.0,1.3082142857142856,0.0,0.0,0.0,3.508771929824561,0.0,0.0,1.0,0.0,1.0,1.7543859649122806
d0214_t003,frontier,gpt5,early,Algebra,58.0,186.0,0.0,3.355714285714285,3.4482758620689653,0.0,0.0,1.7241379310344827,0.0,0.0,1.0,0.0,0.0,0.0
d0129_t003,frontier,gpt5,early,Number,55.0,190.0,0.0,1.6453571428571436,1.8181818181818181,0.0,0.0,3.6363636363636362,0.0,0.0,1.0,0.0,0.0,1.8181818181818181
d0376_t003,frontier,gpt5,early,Algebra,26.0,77.0,0.0,-0.7238888888888866,3.8461538461538463,0.0,0.0,3.8461538461538463,0.0,0.0,1.0,0.0,0.0,0.0
d0071_t002,frontier,gpt5,early,Number,84.0,286.0,0.0,2.070612244897962,0.0,0.0,0.0,2.380952380952381,1.1904761904761905,0.0,1.0,0.0,0.0,2.380952380952381
d0081_t005,frontier,gpt5,early,Algebra,47.0,165.0,0.0,3.457142857142859,0.0,0.0,0.0,4.25531914893617,0.0,0.0,1.0,0.0,0.0,0.0
d0172_t007,frontier,gpt5,early,Number,31.0,114.0,0.0,2.2920000000000016,0.0,0.0,0.0,3.225806451612903,3.225806451612903,0.0,1.0,0.0,0.0,0.0
d0005_t003,frontier,gpt5,early,Number,32.0,140.0,0.0,4.91076923076923,3.125,0.0,0.0,0.0,3.125,0.0,1.0,0.0,0.0,0.0
d0071_t008,frontier,gpt5,early,Number,4.0,10.0,0.0,-3.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
d0158_t002,frontier,gpt5,early,Number,66.0,255.0,0.0,4.090370370370373,0.0,0.0,0.0,4.545454545454546,1.5151515151515151,0.0,1.0,0.0,0.0,3.0303030303030303
d0355_t003,frontier,gpt5,early,Number,39.0,119.0,0.0,1.3480000000000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0258_t001,frontier,gpt5,early,Data and Statistics,5.0,14.0,0.0,-2.2299999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0329_t007,frontier,gpt5,early,Number,42.0,133.0,0.0,-1.2469629629629626,0.0,2.380952380952381,0.0,4.761904761904762,0.0,0.0,1.0,0.0,0.0,0.0
d0072_t001,frontier,gpt5,early,Number,71.0,263.0,0.0,3.6415000000000006,1.408450704225352,0.0,0.0,0.0,0.0,0.13333333333333333,1.0,0.0,0.0,0.0
d0158_t000,frontier,gpt5,early,Number,43.0,148.0,0.0,4.043333333333333,0.0,0.0,0.0,6.976744186046512,0.0,0.0,0.0,0.0,0.0,2.3255813953488373
d0031_t009,frontier,gpt5,early,Number,1.0,4.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0328_t001,frontier,gpt5,early,Number,58.0,223.0,0.0,5.081190476190475,1.7241379310344827,0.0,0.0,3.4482758620689653,0.0,0.0,1.0,0.0,0.0,1.7241379310344827
d0169_t001,frontier,gpt5,early,Number,48.0,173.0,0.0,2.213750000000001,0.0,0.0,0.0,4.166666666666667,0.0,0.0,1.0,0.0,0.0,0.0
d0206_t003,frontier,gpt5,early,Algebra,28.0,94.0,0.0,-0.0743421052631561,0.0,0.0,0.0,3.5714285714285716,0.0,0.0,1.0,0.0,0.0,0.0
d0211_t004,frontier,gpt5,early,Algebra,49.0,184.0,0.0,3.4750000000000014,4.081632653061225,0.0,0.0,4.081632653061225,0.0,0.2,1.0,0.0,0.0,2.0408163265306123
d0291_t001,frontier,gpt5,early,Number,57.0,234.0,0.0,4.530833333333334,1.7543859649122806,1.7543859649122806,0.0,3.508771929824561,0.0,0.1111111111111111,1.0,0.0,0.0,3.508771929824561
d0088_t009,frontier,gpt5,early,Algebra,15.0,47.0,0.0,1.8733333333333313,0.0,0.0,0.0,0.0,6.666666666666667,0.0,1.0,0.0,0.0,0.0
d0289_t003,frontier,gpt5,early,Algebra,18.0,58.0,0.0,-1.0599999999999987,5.555555555555555,5.555555555555555,0.0,5.555555555555555,0.0,0.0,1.0,0.0,0.0,0.0
d0260_t001,frontier,gpt5,early,Data and Statistics,69.0,265.0,0.0,3.3788275862068957,1.4492753623188406,0.0,0.0,7.246376811594203,0.0,0.05555555555555555,1.0,0.0,0.0,0.0
d0290_t004,frontier,gpt5,early,Algebra,41.0,143.0,0.0,2.9045161290322596,2.4390243902439024,0.0,0.0,4.878048780487805,0.0,0.1111111111111111,1.0,0.0,0.0,2.4390243902439024
d0029_t001,frontier,gpt5,early,Geometry and Measure,73.0,258.0,0.0,5.16240566037736,1.36986301369863,0.0,0.0,2.73972602739726,0.0,0.0,1.0,0.0,0.0,0.0
d0129_t001,frontier,gpt5,early,Number,49.0,161.0,0.0,1.215378787878791,2.0408163265306123,0.0,0.0,6.122448979591836,0.0,0.0,1.0,0.0,0.0,0.0
d0290_t002,frontier,gpt5,early,Algebra,89.0,288.0,0.0,5.962500000000002,2.247191011235955,0.0,1.1235955056179776,2.247191011235955,1.1235955056179776,0.05,1.0,0.0,0.0,2.247191011235955
d0300_t001,frontier,gpt5,early,Number,77.0,276.0,0.0,3.2893114754098356,2.5974025974025974,0.0,0.0,2.5974025974025974,0.0,0.1,1.0,0.0,0.0,1.2987012987012987
d0326_t001,frontier,gpt5,early,Number,47.0,185.0,0.0,3.641315789473687,2.127659574468085,0.0,0.0,4.25531914893617,0.0,0.0,1.0,0.0,0.0,2.127659574468085
d0170_t001,frontier,gpt5,early,Number,71.0,334.0,0.0,5.389223057644113,0.0,0.0,0.0,4.225352112676056,0.0,0.21428571428571427,1.0,0.0,0.0,2.816901408450704
d0309_t002,frontier,gpt5,early,Data and Statistics,39.0,139.0,0.0,1.1016666666666666,0.0,0.0,2.5641025641025643,5.128205128205129,0.0,0.0,1.0,0.0,0.0,0.0
d0123_t005,frontier,gpt5,early,Number,9.0,21.0,0.0,-1.8399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
d0314_t001,frontier,gpt5,early,Data and Statistics,59.0,245.0,0.0,8.38604651162791,3.389830508474576,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.694915254237288
d0185_t003,frontier,gpt5,early,Number,21.0,90.0,0.0,4.308888888888891,0.0,0.0,0.0,14.285714285714286,0.0,0.0,1.0,0.0,0.0,0.0
d0221_t009,frontier,gpt5,early,Algebra,20.0,56.0,0.0,3.7181818181818187,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0333_t001,frontier,gpt5,early,Number,65.0,229.0,0.0,2.2988829787234053,1.5384615384615385,0.0,0.0,3.076923076923077,0.0,0.0,1.0,0.0,0.0,1.5384615384615385
d0049_t001,frontier,gpt5,early,Geometry and Measure,86.0,309.0,0.0,7.162500000000001,0.0,0.0,0.0,3.488372093023256,0.0,0.0625,1.0,0.0,0.0,2.3255813953488373
d0192_t003,frontier,gpt5,early,Number,59.0,249.0,0.0,1.85923076923077,1.694915254237288,0.0,0.0,1.694915254237288,1.694915254237288,0.0,1.0,0.0,0.0,0.0
d0331_t003,frontier,gpt5,early,Number,124.0,374.0,0.0,3.7308108108108122,0.0,0.0,1.6129032258064515,3.225806451612903,0.0,0.13333333333333333,1.0,0.0,0.0,5.645161290322581
d0072_t005,frontier,gpt5,early,Number,33.0,105.0,0.0,2.995588235294118,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.0606060606060606
d0360_t003,frontier,gpt5,early,Number,68.0,282.0,0.0,4.136814814814816,1.4705882352941178,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,0.0,0.0
